"filename", "language", "Batch", "Markdown", "Python", "pip requirements", "Properties", "Log", "JSON", "PowerShell", "C++", "JavaScript", "reStructuredText", "C", "YAML", "XML", "Ini", "comment", "blank", "total"
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\python.py", "Python", 0, 0, 997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 61, 1202
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\q.py", "Python", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 11, 188
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\qlik.py", "Python", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9, 118
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\qvt.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 154
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\r.py", "Python", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 21, 197
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\rdf.py", "Python", 0, 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 85, 469
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\rebol.py", "Python", 0, 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 420
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\rego.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 58
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\resource.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 84
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\ride.py", "Python", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 17, 139
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\rita.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 43
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\rnc.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 10, 67
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\roboconf.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 17, 82
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\robotframework.py", "Python", 0, 0, 410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 113, 552
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\ruby.py", "Python", 0, 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 34, 519
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\rust.py", "Python", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 18, 223
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\sas.py", "Python", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 228
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\savi.py", "Python", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 38, 172
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\scdoc.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 86
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\scripting.py", "Python", 0, 0, 1318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 145, 1615
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\sgf.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 60
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\shell.py", "Python", 0, 0, 775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 71, 903
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\sieve.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 79
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\slash.py", "Python", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 184
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\smalltalk.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 195
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\smithy.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 78
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\smv.py", "Python", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 79
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\snobol.py", "Python", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 83
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\solidity.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 88
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\soong.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 79
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\sophia.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 103
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\special.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 21, 123
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\spice.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 71
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\sql.py", "Python", 0, 0, 807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 163, 1204
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\srcinfo.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 63
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\stata.py", "Python", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 8, 171
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\supercollider.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 95
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tablegen.py", "Python", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 18, 178
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tact.py", "Python", 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 304
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tal.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 78
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tcl.py", "Python", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 149
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\teal.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 89
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\templates.py", "Python", 0, 0, 501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1801, 54, 2356
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\teraterm.py", "Python", 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 326
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\testing.py", "Python", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 27, 210
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\text.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 28
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\textedit.py", "Python", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 23, 206
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\textfmts.py", "Python", 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280, 9, 437
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\theorem.py", "Python", 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 52, 411
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\thingsdb.py", "Python", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 141
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tlb.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 60
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tls.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 55
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\tnt.py", "Python", 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 19, 271
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\trafficscript.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 52
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\typoscript.py", "Python", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 17, 217
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\typst.py", "Python", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 161
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\ul4.py", "Python", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 28, 310
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\unicon.py", "Python", 0, 0, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 414
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\urbi.py", "Python", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 146
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\usd.py", "Python", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 86
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\varnish.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 190
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\verification.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 114
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\verifpal.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 66
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\vip.py", "Python", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 151
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\vyper.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 27, 141
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\web.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 25
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\webassembly.py", "Python", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 120
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\webidl.py", "Python", 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 299
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\webmisc.py", "Python", 0, 0, 722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 97, 1007
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\wgsl.py", "Python", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 25, 407
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\whiley.py", "Python", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 116
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\wowtoc.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 18, 121
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\wren.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 99
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\x10.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 67
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\xorg.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 39
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\yang.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 104
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\yara.py", "Python", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 70
"c:\nyxa\.venv\Lib\site-packages\pygments\lexers\zig.py", "Python", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21, 126
"c:\nyxa\.venv\Lib\site-packages\pygments\modeline.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 44
"c:\nyxa\.venv\Lib\site-packages\pygments\plugin.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 73
"c:\nyxa\.venv\Lib\site-packages\pygments\regexopt.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 9, 92
"c:\nyxa\.venv\Lib\site-packages\pygments\scanner.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 12, 105
"c:\nyxa\.venv\Lib\site-packages\pygments\sphinxext.py", "Python", 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 47, 248
"c:\nyxa\.venv\Lib\site-packages\pygments\style.py", "Python", 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 204
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\__init__.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 62
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\_mapping.py", "Python", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 55
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\abap.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 33
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\algol.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 13, 66
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\algol_nu.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 13, 66
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\arduino.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 101
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\autumn.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 68
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\borland.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 54
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\bw.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 53
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\coffee.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 81
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\colorful.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 84
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\default.py", "Python", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 77
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\dracula.py", "Python", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 91
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\emacs.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 76
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\friendly.py", "Python", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 77
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\friendly_grayscale.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 81
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\fruity.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 48
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\gh_dark.py", "Python", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 114
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\gruvbox.py", "Python", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 119
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\igor.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 33
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\inkpot.py", "Python", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 73
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\lightbulb.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 111
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\lilypond.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 63
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\lovelace.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 101
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\manni.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 80
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\material.py", "Python", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18, 125
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\monokai.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 113
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\murphy.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 83
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\native.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 71
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\nord.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 157
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\onedark.py", "Python", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 15, 64
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\paraiso_dark.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 125
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\paraiso_light.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 125
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\pastie.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 79
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\perldoc.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 74
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\rainbow_dash.py", "Python", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 20, 96
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\rrt.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 41
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\sas.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 47
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\solarized.py", "Python", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 145
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\staroffice.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 32
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\stata_dark.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 43
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\stata_light.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 43
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\tango.py", "Python", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 18, 144
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\trac.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 67
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\vim.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 68
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\vs.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 42
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\xcode.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 54
"c:\nyxa\.venv\Lib\site-packages\pygments\styles\zenburn.py", "Python", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 84
"c:\nyxa\.venv\Lib\site-packages\pygments\token.py", "Python", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 32, 215
"c:\nyxa\.venv\Lib\site-packages\pygments\unistring.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 51, 154
"c:\nyxa\.venv\Lib\site-packages\pygments\util.py", "Python", 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 29, 325
"c:\nyxa\.venv\Lib\site-packages\pyparsing\__init__.py", "Python", 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 15, 327
"c:\nyxa\.venv\Lib\site-packages\pyparsing\actions.py", "Python", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 30, 220
"c:\nyxa\.venv\Lib\site-packages\pyparsing\common.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 37, 435
"c:\nyxa\.venv\Lib\site-packages\pyparsing\core.py", "Python", 0, 0, 1564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4293, 443, 6300
"c:\nyxa\.venv\Lib\site-packages\pyparsing\diagram\__init__.py", "Python", 0, 0, 496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 99, 755
"c:\nyxa\.venv\Lib\site-packages\pyparsing\exceptions.py", "Python", 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 52, 314
"c:\nyxa\.venv\Lib\site-packages\pyparsing\helpers.py", "Python", 0, 0, 537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 486, 109, 1132
"c:\nyxa\.venv\Lib\site-packages\pyparsing\results.py", "Python", 0, 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 375, 87, 817
"c:\nyxa\.venv\Lib\site-packages\pyparsing\testing.py", "Python", 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 38, 363
"c:\nyxa\.venv\Lib\site-packages\pyparsing\tools\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\pyparsing\tools\cvt_pyparsing_pep8_names.py", "Python", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 117
"c:\nyxa\.venv\Lib\site-packages\pyparsing\unicode.py", "Python", 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 46, 357
"c:\nyxa\.venv\Lib\site-packages\pyparsing\util.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 44, 439
